Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
1366,STI,Industrials,Electrical Equipment & Parts,NASDAQ,110.52,76,96,14,47,6.6,36017431.33868599,7745684.0,0.024,-80.58,117990,503213,3562080,
1367,SRRK,Healthcare,Biotechnology,NASDAQ,110.49,76,82,80,82,47.67,5907536971.978233,119828338.0,0.16379999,-8.65,1037990,1562350,1436664,
1368,FBLA,Financial Services,Banks - Regional,NASDAQ,110.48,76,69,71,60,15.55,225291149.87836933,16161489.0,0.0382,8.82,58387,87529,84573,-0.004
1369,GTY,Real Estate,REIT - Retail,S&P 600,110.45,76,73,74,58,34.8,1966976830.2182922,60466551.0,0.1933,0.14,531700,569520,495776,0.054
1370,NWFL,Financial Services,Banks - Regional,NASDAQ,110.45,76,67,68,73,32.63,329225825.78463364,10890699.0,0.0085,1.24,36550,49953,37646,0.334
1371,COOK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,110.44,76,95,16,24,61.26,193502488.128479,2781807.0,0.0625,-44.56,106769,76473,63205,-0.344
1372,FXNC,Financial Services,Banks - Regional,NASDAQ,110.43,76,78,79,74,29.75,251338875.70228958,9040967.0,0.011,-0.34,39645,74258,70149,0.106
1373,SLB,Energy,Oil & Gas Equipment & Services,S&P 500,110.42,76,70,86,83,52.42,81555394266.91153,1495057661.0,0.047,-10.88,13067400,15699913,14667334,0.027
1374,NEWT,Financial Services,Banks - Regional,NASDAQ,110.42,76,79,64,82,14.32,400561826.7826414,28858921.0,0.0945,-3.96,182460,262020,217124,0.107
1375,FCCO,Financial Services,Banks - Regional,NASDAQ,110.42,76,69,68,67,33.65,282502672.5809479,9397960.0,0.0068,6.79,46354,86708,95022,0.281
1376,MTLS,Technology,Software - Application,NASDAQ,110.4,76,79,37,32,6.55,388646030.34547806,58267770.0,0.014199999,-3.68,68020,105293,135164,-0.002
1377,AUGO,Basic Materials,Gold,NASDAQ,110.4,76,88,97,97,54.81,6452044719.696045,83500000.0,0.090900004,-50.32,823625,1131428,1057123,1.365
1378,WBS,Financial Services,Banks - Regional,S&P 400,110.36,76,74,79,73,76.07,11782567132.346252,162026498.0,0.0,2.8,4138210,3813766,3715088,0.087
1379,MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",S&P 600,110.33,76,33,35,63,21.46,1106303184.6263123,68374732.0,0.0563,-7.42,717890,980130,882640,0.058
1380,AXS,Financial Services,Insurance - Specialty,NYSE,110.33,76,50,50,59,116.5,6998546815.978546,73723236.0,0.0207,5.58,612826,727042,680011,0.08
1381,NCI,Consumer Cyclical,Apparel Manufacturing,NASDAQ,110.32,76,8,8,10,11.71,191031589.01512527,18914018.0,0.03,-89.4,311650,209880,434633,-0.508
1382,CPBI,Financial Services,Banks - Regional,NASDAQ,110.31,76,63,58,65,19.8,77292583.37080956,4205255.0,0.0023999999,5.6,2604,3001,4038,0.175
1383,NXPI,Technology,Semiconductors,S&P 500,110.31,76,85,61,67,277.29,81131582777.61118,252471079.0,0.0347,-18.43,3384440,4093126,4016978,0.122
1384,NWG,Financial Services,Banks - Regional,NYSE,110.29,76,69,58,84,17.86,63868709851.04298,3981839539.0,0.0002,-7.75,3697800,5131146,4563008,0.075
1385,CNS,Financial Services,Asset Management,S&P 600,110.29,76,70,45,25,81.35,3588111525.477463,51405607.0,0.039100002,3.22,309191,327040,291644,0.083
1386,WYHG,Consumer Defensive,Packaged Foods,NASDAQ,110.27,76,90,38,3,3.61,41019706.20000172,50330928.0,0.0053,91.01,57050,257513,201719,-0.117
1387,SHLS,Technology,Solar,NASDAQ,110.25,76,88,66,91,9.39,2088759089.6500654,167771817.0,0.113299996,-28.76,5855540,5764236,5711598,0.749
1388,BIP,Utilities,Utilities - Diversified,NYSE,110.22,76,59,61,64,40.88,17958697398.429543,460007607.0,0.92,1.39,1056856,844768,797145,0.169
1389,CCBG,Financial Services,Banks - Regional,NASDAQ,110.21,76,68,76,61,51.6,780508296.3221283,17101409.0,0.022,5.78,96248,114196,98317,0.022
1390,FR,Real Estate,REIT - Industrial,S&P 400,110.19,76,70,73,65,66.99,8202131991.2795105,132570424.0,0.0375,3.6,1269383,1316071,1159560,0.1
1391,IRMD,Healthcare,Medical Devices,NASDAQ,110.18,76,67,72,88,94.49,1158909999.9128723,12783035.0,0.0798,-12.43,112062,133774,139630,0.126
1392,UAL,Industrials,Airlines,S&P 500,110.17,76,84,44,68,115.35,37260605764.9082,324569728.0,0.0434,-3.24,4939010,5503480,5505322,0.106
1393,FF,Basic Materials,Specialty Chemicals,NYSE,110.12,76,64,70,21,4.65,181594913.12359,43863507.0,0.025999999,-9.18,334343,304684,303850,0.822
1394,AUB,Financial Services,Banks - Regional,S&P 600,110.12,76,74,69,75,42.23,5384011427.77597,143115672.0,0.0879,0.12,1359042,1355060,1204438,0.862
1395,WSM,Consumer Cyclical,Specialty Retail,S&P 500,110.1,76,82,46,58,226.74,23969678463.671936,117746611.0,0.056399997,2.14,891680,1170776,1206792,0.044
1396,VNO,Real Estate,REIT - Office,S&P 400,110.1,76,74,28,23,39.72,6348299265.0,188097756.0,0.0002,-8.42,1717150,1742686,1723644,-0.022
1397,RTX,Industrials,Aerospace & Defense,S&P 500,110.1,76,57,54,83,209.16,241945149606.182,1346683428.0,0.0107,-2.49,4542330,5030846,5302088,0.087
1398,REI,Energy,Oil & Gas E&P,NYSE ARCA,110.05,76,44,91,72,1.31,327471166.5662527,253853625.0,0.0328,-34.5,4732430,6063250,6221876,-0.071
1399,OKE,Energy,Oil & Gas Midstream,S&P 500,110.05,76,61,69,48,93.23,52884959135.04614,630032852.0,0.047399998,-2.96,3250670,3734106,3669438,0.196
1400,PENN,Consumer Cyclical,Resorts & Casinos,S&P 600,110.05,76,77,66,18,20.27,2520270665.718561,133843371.0,0.1727,-1.65,2649940,3681703,3598068,0.064
1401,MTA,Basic Materials,Other Precious Metals & Mining,NYSE ARCA,110.05,76,62,80,95,7.56,734460121.7959547,93442762.0,1.82,-18.27,441240,467806,502978,0.78
1402,NBN,Financial Services,Banks - Regional,NASDAQ,110.04,76,77,78,79,129.24,1075750948.1237793,8555360.0,0.0529,-4.7,111890,138346,143760,0.346
1403,GM,Consumer Cyclical,Auto Manufacturers,S&P 500,110.03,76,71,78,89,82.64,75054608905.63535,901665195.0,0.0242,-5.68,7463934,8018431,8171762,-0.009
1404,BUD,Consumer Defensive,Beverages - Brewers,NYSE,110.03,76,80,65,76,81.66,154845566468.57025,1935811609.0,0.0058999998,-3.32,1328013,2010677,1910694,0.12
1405,BOKF,Financial Services,Banks - Regional,NASDAQ,110.0,76,73,76,79,142.28,7779708967.745483,60759992.0,0.08930001,1.82,307875,289528,276437,0.103
1406,IAUX,Basic Materials,Gold,NYSE ARCA,109.97,76,81,91,97,1.36,1396522860.6305802,862051146.0,0.082600005,-39.29,10507396,10328945,10376235,2.729
1407,MAR,Consumer Cyclical,Lodging,S&P 500,109.95,76,79,80,72,374.43,99041448408.22763,263688623.0,0.0208,-3.59,1296840,1530733,1486742,0.126
1408,MLTX,Healthcare,Biotechnology,NASDAQ,109.93,76,29,32,26,19.36,1411943317.745636,73615396.0,0.1088,-69.15,1115950,1354750,1151080,
1409,SGC,Consumer Cyclical,Apparel Manufacturing,NASDAQ,109.92,76,82,70,34,12.6,199945826.3936491,15632981.0,0.0433,-8.56,33300,52766,48248,0.028
1410,HELP,Healthcare,Biotechnology,NASDAQ,109.91,76,45,18,25,7.62,227018305.56655025,49894131.0,1.69,-22.48,2163474,1693601,1276322,
1411,GNW,Financial Services,Insurance - Life,S&P 600,109.9,76,61,67,57,9.92,3278559392.07708,383009256.0,0.026199998,4.97,3157244,3210438,2947940,-0.005
1412,TRIN,Financial Services,Asset Management,NASDAQ,109.89,76,76,65,75,17.26,1515505850.7230682,89887651.0,0.0713,-0.69,983520,1032660,1024766,0.329
1413,USCB,Financial Services,Banks - Regional,NASDAQ,109.89,76,64,61,60,21.67,338612722.72109985,18263900.0,0.0121,4.26,49560,60326,55870,0.147
1414,SHOO,Consumer Cyclical,Footwear & Accessories,S&P 600,109.87,76,81,75,89,42.09,3174831239.4724274,73085436.0,0.0945,-10.22,789340,1102760,1047288,0.18
1415,PDS,Energy,Oil & Gas Drilling,NYSE,109.87,76,66,92,87,84.61,1156946965.1467667,12941241.0,3.07,-18.49,79090,90926,94224,0.06
1416,SFNC,Financial Services,Banks - Regional,S&P 600,109.87,76,73,69,59,23.18,3111627393.7252083,145064209.0,0.042,4.51,1959410,1638933,1470116,0.241
1417,VET,Energy,Oil & Gas E&P,NYSE,109.86,76,44,91,79,11.26,1705116017.5323486,153200000.0,8.58,-24.02,1646810,1503593,1467622,0.099
1418,IDYA,Healthcare,Biotechnology,NASDAQ,109.84,76,77,55,76,35.4,2589261252.070694,87860920.0,0.15720001,-9.88,775189,1241929,1178155,
1419,SBRA,Real Estate,REIT - Healthcare Facilities,S&P 400,109.84,76,49,70,61,22.03,5016060835.625381,252190095.0,0.1713,3.52,3638780,3591840,3229810,0.217
1420,D,Utilities,Utilities - Regulated Electric,S&P 500,109.82,75,72,61,54,71.1,58874567826.207275,879512484.0,0.0368,3.09,3708277,5733715,7525913,0.231
1421,PRCH,Financial Services,Insurance - Property & Casualty,NASDAQ,109.78,75,84,31,38,11.63,1139982081.746807,109403270.0,0.22700001,-40.16,1553650,2040020,1820928,0.156
1422,LARK,Financial Services,Banks - Regional,NASDAQ,109.76,75,74,54,70,30.9,173292428.3052063,6097552.0,0.0178,4.89,9270,17090,14262,0.106
1423,ASB,Financial Services,Banks - Regional,S&P 400,109.74,75,75,67,66,30.81,5253781975.017431,188917011.0,0.0,4.37,2102843,2365137,2096860,0.122
1424,INVX,Energy,Oil & Gas Equipment & Services,S&P 600,109.72,75,77,85,86,26.84,1836570883.0086365,68759676.0,0.0754,-16.78,300763,420681,437636,-0.006
1425,NBTB,Financial Services,Banks - Regional,S&P 600,109.71,75,68,56,55,51.32,2404953214.9774475,52010232.0,0.0399,9.38,408690,395193,365358,0.216
1426,SDRL,Energy,Oil & Gas Drilling,NYSE,109.71,75,60,92,81,44.93,2949563947.86322,62530508.0,0.0715,-19.0,626830,938060,832018,0.088
1427,GABC,Financial Services,Banks - Regional,NASDAQ,109.7,75,69,64,59,48.43,1642311941.374878,37564316.0,0.030199999,7.62,151667,197319,168249,0.423
1428,NECB,Financial Services,Banks - Regional,NASDAQ,109.69,75,71,69,63,26.66,335336714.3536434,13834023.0,0.0054,3.94,38650,51746,45472,-0.013
1429,RUSHB,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,109.67,75,78,84,50,75.74,5043527804.479546,77712291.0,0.014400001,-4.28,111390,102376,82734,-0.09
1430,F,Consumer Cyclical,Auto Manufacturers,S&P 500,109.64,75,75,54,77,14.37,69493041595.25545,3984692630.0,0.0,-19.18,51944507,52391202,66629937,0.064
1431,FLNT,Communication Services,Advertising Agencies,NASDAQ,109.63,75,78,73,91,3.42,60227737.671310425,29815712.0,0.0054,-17.59,13975,152035,110701,-0.055
1432,BFST,Financial Services,Banks - Regional,NASDAQ,109.6,75,70,63,69,31.16,930668513.6812134,32677968.0,0.0196,2.77,218157,286369,249009,0.148
1433,ROK,Industrials,Specialty Industrial Machinery,S&P 500,109.59,75,80,72,83,460.65,50191228968.515076,111273953.0,0.0337,-0.61,667570,835520,777338,0.119
1434,OSW,Consumer Cyclical,Leisure,S&P 600,109.58,75,77,75,29,26.29,2410977592.5,101514846.0,0.0641,2.1,716730,954150,785242,0.127
1435,AUPH,Healthcare,Biotechnology,NASDAQ,109.58,75,85,87,87,15.35,1971463606.6184711,128601671.0,0.077800006,-9.06,896484,1694428,1513198,0.244
1436,UTHR,Healthcare,Drug Manufacturers - Specialty & Generic,S&P 400,109.58,75,75,89,81,528.47,23635190179.949158,42446733.0,0.0635,-13.27,370800,499063,482256,-0.016
1437,GD,Industrials,Aerospace & Defense,S&P 500,109.53,75,53,38,70,386.75,93790599436.02985,270430187.0,0.0115,4.61,1143410,1331586,1191308,0.103
1438,VATE,Industrials,Engineering & Construction,NYSE,109.52,75,99,96,28,8.44,207765612.93524933,13641866.0,0.0448,-49.49,90180,115813,97296,0.33
1439,LUV,Industrials,Airlines,S&P 500,109.51,75,85,67,90,44.71,20992831346.25475,488773713.0,0.0637,-18.87,5799170,6564406,6388788,0.128
1440,COLB,Financial Services,Banks - Regional,S&P 400,109.48,75,76,71,72,31.15,8580494271.549103,289490366.0,0.0309,-4.74,3286875,3095055,3018399,0.399
1441,MBIN,Financial Services,Banks - Regional,S&P 600,109.46,75,84,87,76,46.67,2165395105.083252,45935408.0,0.0661,-7.13,156030,189930,158200,0.158
1442,BG,Consumer Defensive,Farm Products,S&P 500,109.45,75,69,84,84,121.53,23922434171.5963,194018115.0,0.0405,-9.26,941772,1505320,1606508,0.878
1443,QCRH,Financial Services,Banks - Regional,NASDAQ,109.41,75,73,72,77,97.43,1521377081.5419388,16509789.0,0.0242,1.49,104060,128443,113524,0.211
1444,ANET,Technology,Computer Hardware,S&P 500,109.35,75,84,83,69,173.99,200799751814.93207,1259169438.0,0.02,-3.23,6449482,7829104,8659658,0.351
1445,BCH,Financial Services,Banks - Regional,NYSE,109.35,75,71,66,88,40.72,19228601252.280167,505085406.0,0.0038,-12.94,247069,313023,332479,-0.079
1446,NAAS,Consumer Cyclical,Specialty Retail,NASDAQ,109.34,75,39,14,11,3.08,38190876.56105876,12055201.0,0.0061000003,-47.26,20220,27823,19690,-0.353
1447,KSS,Consumer Cyclical,Department Stores,S&P 600,109.32,75,88,76,89,17.94,1611955209.820939,112253151.0,0.2716,-28.87,2939030,4357906,5088604,-0.02
1448,ATOM,Technology,Semiconductor Equipment & Materials,NASDAQ,109.31,75,95,96,15,5.18,386385662.2772217,38716000.0,0.1547,-58.11,658023,859164,1178626,1.75
1449,MAKO,Basic Materials,Gold,NASDAQ,109.29,75,85,89,94,7.08,761812412.198369,87564647.0,0.26,-21.25,127010,143420,165934,1.158
1450,BTX,Financial Services,Asset Management,NYSE,109.26,75,85,73,38,8.2,1071400580.4371567,116710299.0,0.34,-12.58,776332,740500,782714,
1451,H,Consumer Cyclical,Lodging,S&P 400,109.24,75,82,67,64,187.13,17077148921.631683,94161606.0,0.3549,-0.73,706019,793849,851049,-0.035
1452,CMRE,Industrials,Marine Shipping,NYSE,109.17,75,59,85,89,15.72,1856955975.2374086,120738359.0,0.048499998,-12.96,399048,444069,460483,-0.053
1453,LTC,Real Estate,REIT - Healthcare Facilities,S&P 600,109.16,75,61,65,57,42.18,1914698261.1503296,51181456.0,0.053400002,3.38,732610,631313,569010,-0.19
1454,CPAY,Technology,Software - Infrastructure,S&P 500,109.15,75,56,42,51,370.58,23647941496.325012,65361919.0,0.0421,1.74,445037,655582,615327,0.254
1455,EWBC,Financial Services,Banks - Regional,S&P 400,109.14,75,75,77,70,131.0,16787522070.903824,136996262.0,0.028299998,2.73,888571,1080673,948766,0.141
1456,BCBP,Financial Services,Banks - Regional,NASDAQ,109.12,75,74,83,34,10.14,181271351.79412937,17363157.0,0.0227,-3.43,132973,190924,167936,6.506
1457,COP,Energy,Oil & Gas E&P,S&P 500,109.07,75,49,82,67,120.26,138861155007.59207,1218294007.0,0.0229,-11.49,5606397,7417405,7034099,-0.053
1458,STRT,Consumer Cyclical,Auto Parts,NASDAQ,109.02,75,63,80,90,85.78,334136764.21419525,4178799.0,0.075500004,-7.26,84900,93600,92792,-0.045
1459,PLX,Healthcare,Biotechnology,NYSE ARCA,109.01,75,70,51,31,2.37,170006156.16769838,80571642.0,0.054,-25.71,560410,632520,704228,2.337
1460,NODK,Financial Services,Insurance - Property & Casualty,NASDAQ,109.01,75,70,40,41,15.76,286330479.8843422,20481437.0,0.006,7.21,18180,29503,25348,-0.166
1461,IEX,Industrials,Specialty Industrial Machinery,S&P 500,109.01,75,79,65,64,223.27,15604593548.685608,74015052.0,0.0318,-0.26,655147,697405,678043,0.089
1462,NGVT,Basic Materials,Specialty Chemicals,S&P 600,109.0,75,79,89,88,73.76,2358216005.1885223,34771690.0,0.0417,-6.97,220530,282123,264218,0.041
1463,ASIC,Financial Services,Insurance - Property & Casualty,NYSE,108.99,75,55,53,22,23.62,937117051.5138016,48032652.0,0.0301,-6.64,68431,75337,71860,0.552
1464,NBBK,Financial Services,Banks - Regional,NASDAQ,108.99,75,59,56,73,22.29,878244443.6369686,43846451.0,0.0424,-2.49,302290,284503,251546,0.363
1465,CENTA,Consumer Defensive,Packaged Foods,S&P 600,108.97,75,76,63,41,38.45,2135540754.1028023,62570779.0,0.028299998,1.96,257189,385969,348115,0.087
1466,JCI,Industrials,Building Products & Equipment,S&P 500,108.96,75,75,84,74,143.37,81792096248.63995,610115603.0,0.0189,-2.68,2823715,4279218,4173155,0.082
1467,AGIO,Healthcare,Biotechnology,NASDAQ,108.95,75,71,20,17,36.36,1748465281.9133816,59471609.0,0.1266,-20.96,1009830,1233510,1068880,1.377
1468,EMO,Financial Services,Asset Management,NYSE,108.95,75,57,65,64,52.76,991524639.9039383,20014627.0,0.0002,-3.9,37613,45331,48132,
1469,EPR,Real Estate,REIT - Specialty,S&P 400,108.93,75,68,64,65,63.53,4364762286.929283,76507666.0,0.1169,2.34,578558,628876,622157,0.036
1470,JPM,Financial Services,Banks - Diversified,S&P 500,108.9,75,63,61,58,353.21,802004555979.8041,2679511418.0,0.0101,4.73,9429920,10382980,9716884,0.127
1471,BHV,Financial Services,Asset Management,NYSE,108.89,75,71,58,41,12.53,18440824.2246809,1588357.0,0.0032,-0.79,2634,5238,5436,-0.02
1472,MO,Consumer Defensive,Tobacco,S&P 500,108.87,75,73,68,64,72.99,116191035188.96217,1669891235.0,0.0309,-2.11,6827660,7776420,7804340,0.053
1473,CZNC,Financial Services,Banks - Regional,NASDAQ,108.84,75,63,76,72,24.35,377323291.5915108,17916586.0,0.015800001,0.95,67685,75005,64717,-0.138
1474,RF,Financial Services,Banks - Regional,S&P 500,108.84,75,71,69,75,30.86,23894627064.0,853379538.0,0.0847,-2.12,11800680,11184396,11116690,0.073
1475,SAFX,Utilities,Utilities - Renewable,NASDAQ,108.81,75,22,11,0,0.42,164951485.86416334,332563485.0,0.0533,-99.08,3586540,4588726,4282844,
1476,BRX,Real Estate,REIT - Retail,S&P 400,108.8,75,72,71,53,32.44,9376926851.651567,306836617.0,0.0841,3.02,1825454,2256768,2397262,0.051
1477,DD,Basic Materials,Specialty Chemicals,S&P 500,108.79,75,75,81,86,137.7,19612917399.15628,405058202.0,0.033,161.49,1103923,1404207,1316975,0.043
1478,RFIL,Industrials,Electrical Equipment & Parts,NASDAQ,108.78,75,98,96,91,12.46,191304389.00544167,10814267.0,0.0188,-36.98,268620,381100,326072,-0.012
1479,BWB,Financial Services,Banks - Regional,NASDAQ,108.74,74,71,62,75,20.78,525880318.6386566,27883367.0,0.015,2.36,181240,248916,181516,0.462
1480,BVN,Basic Materials,Other Precious Metals & Mining,NYSE,108.73,74,77,86,95,30.91,9369575368.608719,253986867.0,0.0292,-30.8,934551,1153640,1166634,1.03
1481,EQBK,Financial Services,Banks - Regional,NYSE,108.72,74,64,65,68,50.3,951539834.3046722,20640778.0,0.0215,0.46,167090,169103,134476,0.337
1482,ISTR,Financial Services,Banks - Regional,NASDAQ,108.7,74,74,74,83,29.86,389806715.25710106,13793585.0,0.0178,-6.01,231615,236395,199625,0.576
1483,WSBK,Financial Services,Banks - Regional,NASDAQ,108.69,74,72,80,68,12.99,113801434.39087391,8960743.0,0.0047999998,-2.95,3890,5680,5928,0.351
1484,FUSB,Financial Services,Banks - Regional,NASDAQ,108.66,74,72,75,66,16.45,89076272.0,5567267.0,0.0014,-0.3,6229,3769,4487,0.06
1485,GALT,Healthcare,Biotechnology,NASDAQ,108.66,74,81,29,77,3.47,165959381.70387936,65856898.0,0.1753,-51.33,678227,991819,723741,
1486,EBAY,Consumer Cyclical,Internet Retail,S&P 500,108.65,74,77,73,70,109.39,48515878509.521484,444000000.0,0.0326,-8.31,3942806,3455872,4040063,0.195
1487,RGA,Financial Services,Insurance - Reinsurance,S&P 400,108.63,74,52,61,46,234.28,13151112700.494553,65513163.0,0.0154,2.21,367160,378226,364848,0.235
1488,POWI,Technology,Semiconductors,S&P 600,108.61,74,94,85,37,63.46,4680478656.0,55719984.0,0.1019,-28.7,688250,891516,1114388,0.026
1489,PM,Consumer Defensive,Tobacco,S&P 500,108.59,74,57,39,72,191.12,276457175713.6306,1558558846.0,0.0113,-1.0,5325310,5441330,5098010,0.091
1490,GOLD,Financial Services,Capital Markets,NYSE,108.57,74,84,88,96,39.35,1227175103.7714462,29004374.0,0.1378,-41.0,385996,405452,430483,2.44
1491,FIBK,Financial Services,Banks - Regional,S&P 600,108.56,74,73,67,73,38.12,3458286344.17173,97142879.0,0.144,-2.9,1346300,1161783,1111540,0.036
1492,INDB,Financial Services,Banks - Regional,S&P 600,108.56,74,73,70,78,85.12,3815594509.588028,48249803.0,0.0561,-2.16,455904,450174,391918,0.516
1493,OLMA,Healthcare,Biotechnology,NASDAQ,108.53,74,63,95,99,11.74,1152113105.8375425,87347471.0,0.1612,-67.62,948030,1693473,1579874,
1494,ABEV,Consumer Defensive,Beverages - Brewers,NYSE,108.52,74,77,70,78,3.06,49988348462.45113,15572694040.0,5.21,-11.3,18416700,23407360,25431502,-0.001
1495,SXT,Basic Materials,Specialty Chemicals,S&P 600,108.49,74,81,80,52,126.79,4846476031.044922,42568960.0,0.049200002,-1.98,788810,652970,530012,0.111
1496,BP,Energy,Oil & Gas Integrated,NYSE,108.49,74,50,85,74,43.82,107815133907.51616,2574997293.0,0.0067000003,-9.22,6864642,9405524,9036138,0.116
1497,NFJ,Financial Services,Asset Management,NYSE,108.48,74,74,69,64,15.1,1400234259.0890923,94101764.0,0.00090000004,1.14,273860,198030,182652,
1498,HEI,Industrials,Aerospace & Defense,NYSE,108.48,74,64,27,68,349.61,48640744976.80664,139700000.0,0.0113,-3.34,443759,458546,596699,0.253
1499,CHI,Financial Services,Asset Management,NASDAQ,108.47,74,79,71,60,12.64,1030625706.9346352,80706787.0,0.0042,-1.33,176692,187730,175212,-0.302
1500,GFS,Technology,Semiconductors,NASDAQ,108.46,74,96,88,65,53.53,43856863376.25366,548416440.0,0.2208,-42.16,3664469,3195603,4497851,0.031
1501,MLAB,Technology,Scientific & Technical Instruments,NASDAQ,108.46,74,66,69,25,100.95,563641403.7135696,5524813.0,0.0612,-9.29,164990,225286,212994,0.026
1502,CVX,Energy,Oil & Gas Integrated,S&P 500,108.43,74,51,76,73,194.79,363386935552.04266,1991597732.0,0.0101,-9.28,6900665,8998921,9065445,0.023
1503,LNG,Energy,Oil & Gas Midstream,NYSE,108.42,74,35,73,33,271.99,47119833166.38031,209551868.0,0.019,-9.6,1703650,2155430,2153736,0.242
1504,SQM,Basic Materials,Specialty Chemicals,NYSE,108.39,74,85,94,95,69.32,24527719357.48767,285637808.0,1.3,-29.27,1029200,1028890,1109218,0.698
1505,HAFC,Financial Services,Banks - Regional,S&P 600,108.37,74,78,81,61,31.69,896565047.1809864,29766435.0,0.039300002,1.15,337591,291263,258408,0.146
1506,WST,Healthcare,Medical Instruments & Supplies,S&P 500,108.36,74,85,74,25,328.2,22805749969.47052,70647595.0,0.0377,-0.81,866940,830636,776900,0.21
1507,OLP,Real Estate,REIT - Diversified,NYSE,108.35,74,65,64,42,25.13,513847983.7530823,21819448.0,0.0143,-2.97,78970,90290,75308,0.114
1508,EGP,Real Estate,REIT - Industrial,S&P 400,108.33,74,70,73,58,213.1,10853718484.247528,53755229.0,0.059699997,2.59,430725,416288,371313,0.091
1509,SWK,Industrials,Tools & Accessories,S&P 500,108.33,74,78,65,67,87.41,12346280608.23236,155455564.0,0.0548,-6.38,1267630,1623396,1545246,0.027
1510,DLX,Industrials,Conglomerates,S&P 600,108.33,74,62,91,89,26.02,1112094883.6065598,45784061.0,0.1065,-18.86,313452,418307,437378,0.003
1511,CAF,Financial Services,Asset Management,NYSE,108.32,74,78,72,79,19.87,338542863.52591705,16817828.0,0.27,-3.4,25199,20936,26769,
1512,MLR,Consumer Cyclical,Auto Parts,NYSE,108.28,74,73,71,31,51.22,545968751.8211517,11395716.0,0.0325,2.67,63710,77486,78316,-0.198
1513,FAF,Financial Services,Insurance - Specialty,S&P 400,108.28,74,59,67,50,75.13,6748837342.071533,101900000.0,0.048899997,5.12,858277,1022229,988227,0.162
1514,ENB,Energy,Oil & Gas Midstream,NYSE,108.26,74,66,68,56,56.86,119535545422.36192,2183696415.0,0.022,-2.72,2645291,3566190,4150424,0.208
1515,TWO,Real Estate,REIT - Mortgage,S&P 600,108.25,74,74,48,70,12.1,1295221277.8756008,105046333.0,0.0458,-14.61,1858200,1962086,1809738,15.691
1516,WATT,Technology,Communication Equipment,NASDAQ,108.25,74,98,99,23,14.59,154030828.0,5501101.0,0.1028,-60.55,186950,263420,286806,7.985
1517,AVBH,Financial Services,Banks - Regional,NASDAQ,108.25,74,79,77,76,31.86,337200047.7823162,10955167.0,0.0183,0.79,137001,167883,137176,0.292
1518,EIG,Financial Services,Insurance - Specialty,S&P 600,108.2,74,68,40,46,49.79,793567063.5,18242921.0,0.1415,1.97,196828,279766,250717,0.025
1519,ETR,Utilities,Utilities - Regulated Electric,S&P 500,108.15,74,76,77,59,115.95,49932562062.70976,457886847.0,0.052600004,-2.11,2462155,3002751,3268099,0.12
1520,LGIH,Consumer Cyclical,Residential Construction,S&P 600,108.15,74,84,27,32,58.33,1110735290.89468,23232279.0,0.214,-16.07,260870,364170,381202,-0.09
1521,CQP,Energy,Oil & Gas Midstream,NYSE,108.14,74,51,69,45,65.64,28593076897.888405,484054123.0,0.016,-7.08,80037,145239,123245,0.204
1522,LWAY,Consumer Defensive,Packaged Foods,NASDAQ,108.13,74,84,71,27,30.44,364167389.8740845,15281888.0,0.16450001,-10.99,147650,214556,209786,0.367
1523,EPD,Energy,Oil & Gas Midstream,NYSE,108.07,74,62,77,60,38.73,79595839170.85013,2163518271.0,0.0257,-3.58,2993171,2894193,3203842,-0.067
1524,RYZ,Industrials,Metal Fabrication,NYSE,108.07,74,77,59,79,29.71,1484017526.1939774,51888724.0,0.0366,-3.85,351660,478100,455816,0.379
1525,ASGI,Financial Services,Asset Management,NYSE,108.06,74,64,73,75,24.54,762096839.5629406,31622275.0,2.81,-5.43,277874,192951,182356,
1526,IHG,Consumer Cyclical,Lodging,NYSE,108.06,74,84,72,65,156.18,22999480465.251343,148498707.0,0.004,-2.12,233709,248143,244749,0.027
1527,UA,Consumer Cyclical,Apparel Manufacturing,S&P 600,108.05,74,62,61,64,6.86,2442841639.291502,426324892.0,8.2,-13.24,2551871,3455986,3397428,-0.008
1528,NTWK,Technology,Software - Application,NASDAQ,108.02,74,84,47,49,4.36,55344087.42780304,11876414.0,0.0011999999,-24.17,10340,25253,31600,0.13
1529,ADV,Communication Services,Advertising Agencies,NASDAQ,108.02,74,90,72,17,36.44,497509353.25561523,13295280.0,0.088599995,-32.05,142499,171716,145781,0.058
1530,KINS,Financial Services,Insurance - Property & Casualty,NASDAQ,108.01,74,68,63,35,18.88,215389584.0123415,14484841.0,0.0273,-2.78,120140,142260,132050,0.232
1531,NSC,Industrials,Railroads,S&P 500,107.96,74,59,73,63,348.55,68492184625.82181,224594001.0,0.032,6.92,1143050,1087953,1144264,0.002
1532,SVM,Basic Materials,Silver,NYSE ARCA,107.94,74,88,96,98,9.62,2802636135.326414,221202535.0,0.1266,-39.0,2616820,3728276,3635392,0.962
